,Categoria,Serie,Series_2,Valor
131,{'101000': 'F.3 - Títulos de dívidas'},201804,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-47161
132,{'101000': 'F.3 - Títulos de dívidas'},201901,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",42264
133,{'101000': 'F.3 - Títulos de dívidas'},201902,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",3279
134,{'101000': 'F.3 - Títulos de dívidas'},201903,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-47196
135,{'101000': 'F.3 - Títulos de dívidas'},201904,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-90888
136,{'101000': 'F.3 - Títulos de dívidas'},202001,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-126367
137,{'101000': 'F.3 - Títulos de dívidas'},202002,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",13650
138,{'101000': 'F.3 - Títulos de dívidas'},202003,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",20782
139,{'101000': 'F.3 - Títulos de dívidas'},202004,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-36378
140,{'101000': 'F.3 - Títulos de dívidas'},202101,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-9687
141,{'101000': 'F.3 - Títulos de dívidas'},202102,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-14809
142,{'101000': 'F.3 - Títulos de dívidas'},202103,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",57971
143,{'101000': 'F.3 - Títulos de dívidas'},202104,"{'201001': '-8785', '201002': '6013', '201003': '34607', '201004': '22642', '201101': '31235', '201102': '23466', '201103': '22176', '201104': '29165', '201201': '17699', '201202': '7076', '201203': '6881', '201204': '-2633', '201301': '11559', '201302': '3902', '201303': '-17246', '201304': '-8126', '201401': '-1616', '201402': '22184', '201403': '16405', '201404': '-15031', '201501': '10922', '201502': '661', '201503': '-24245', '201504': '-24545', '201601': '-34936', '201602': '7081', '201603': '19959', '201604': '19445', '201701': '7535', '201702': '16025', '201703': '14772', '201704': '-30909', '201801': '22750', '201802': '25629', '201803': '72737', '201804': '-47161', '201901': '42264', '201902': '3279', '201903': '-47196', '201904': '-90888', '202001': '-126367', '202002': '13650', '202003': '20782', '202004': '-36378', '202101': '-9687', '202102': '-14809', '202103': '57971', '202104': '-37965'}",-37965
144,{'101001': 'F.31 - Títulos de dívidas - curto prazo'},201001,"{'201001': '0', '201002': '0', '201003': '-', '201004': '-', '201101': '-', '201102': '0', '201103': '0', '201104': '0', '201201': '-', '201202': '0', '201203': '-', '201204': '-', '201301': '63', '201302': '-', '201303': '-', '201304': '-', '201401': '83', '201402': '89', '201403': '-20', '201404': '-42', '201501': '-52', '201502': '-16', '201503': '22', '201504': '-934', '201601': '-1', '201602': '-69', '201603': '-119', '201604': '84', '201701': '-30', '201702': '11', '201703': '760', '201704': '110', '201801': '-113', '201802': '63', '201803': '-494', '201804': '-604', '201901': '-1487', '201902': '-528', '201903': '-17', '201904': '-107', '202001': '80', '202002': '188', '202003': '89', '202004': '649', '202101': '-48', '202102': '237', '202103': '-433', '202104': '-238'}",0
145,{'101001': 'F.31 - Títulos de dívidas - curto prazo'},201002,"{'201001': '0', '201002': '0', '201003': '-', '201004': '-', '201101': '-', '201102': '0', '201103': '0', '201104': '0', '201201': '-', '201202': '0', '201203': '-', '201204': '-', '201301': '63', '201302': '-', '201303': '-', '201304': '-', '201401': '83', '201402': '89', '201403': '-20', '201404': '-42', '201501': '-52', '201502': '-16', '201503': '22', '201504': '-934', '201601': '-1', '201602': '-69', '201603': '-119', '201604': '84', '201701': '-30', '201702': '11', '201703': '760', '201704': '110', '201801': '-113', '201802': '63', '201803': '-494', '201804': '-604', '201901': '-1487', '201902': '-528', '201903': '-17', '201904': '-107', '202001': '80', '202002': '188', '202003': '89', '202004': '649', '202101': '-48', '202102': '237', '202103': '-433', '202104': '-238'}",0
